,Year of car manufacture,Width,Color,kilometer driven,Transmission type,price,Body type,Length,Brand Name,Fuel type,city,Seats,Car model,Number of previous owners,Insurance Validity_value,Engine Displacement_value(cc)
7233,2014,1840mm,Grey,138726,Manual,1300000.0,SUV,4705mm,Toyota,Diesel,Kolkata,7.0,Toyota Fortuner,1,Comprehensive,2982
7234,2019,1620 mm,Silver,24147,Manual,437000.0,Hatchback,3655 mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R,1,Comprehensive,998
7235,2017,1776mm,White,65000,Automatic,950000.0,Sedan,4620mm,Toyota,Petrol,Kolkata,5.0,Toyota Corolla Altis,1,Third Party,1798
7236,2015,1695mm,Silver,79513,Manual,421000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Comprehensive,1497
7237,2010,1710 mm,Black,87845,Manual,193000.0,Hatchback,3940 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,1,Third Party insurance,1197
7238,2015,1695mm,Others,20000,Manual,750000.0,MUV,4265mm,Maruti,Petrol,Kolkata,7.0,Maruti Ertiga,1,Third Party insurance,1373
7239,2015,1778mm,Silver,55000,Manual,599000.0,Sedan,4644mm,Volkswagen,Petrol,Kolkata,5.0,Volkswagen Jetta,1,Third Party insurance,1390
7240,2020,1735,White,60000,Manual,470000.0,Hatchback,3700mm,Mahindra,Petrol,Kolkata,6.0,Mahindra KUV 100 NXT,2,Third Party insurance,1198
7241,2014,1680mm,Silver,47183,Manual,335000.0,Hatchback,3610mm,Honda,Petrol,Kolkata,5.0,Honda Brio,1,Third Party insurance,1198
7242,2015,1765mm,Others,150000,Manual,1050000.0,MUV,4585mm,Toyota,Diesel,Kolkata,7.0,Toyota Innova,1,Third Party insurance,2494
7243,2015,1854mm,Silver,41510,Automatic,2199000.0,Sedan,4868mm,Mercedes-Benz,Diesel,Kolkata,5.0,Mercedes-Benz E-Class,2,Comprehensive,2143
7244,2017,1800mm,Black,54600,Manual,843000.0,Sedan,4570mm,Hyundai,Diesel,Kolkata,5.0,Hyundai Elantra,1,Comprehensive,1582
7245,2007,1525mm,Others,20000,Manual,50000.0,Hatchback,3565mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Santro Xing,1,Third Party insurance,1086
7246,2022,1739,Silver,4000,Manual,650000.0,MUV,3991mm,Renault,Petrol,Kolkata,7.0,Renault Triber,1,Comprehensive,999
7247,2015,1690mm,White,70000,Manual,180000.0,Sedan,4249mm,Chevrolet,Petrol,Kolkata,5.0,Chevrolet Sail,1,Third Party insurance,1199
7248,2021,1790mm,Silver,29882,Manual,673000.0,SUV,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Vitara Brezza,1,Zero Dep,1462
7249,2011,1695mm,Red,55314,Manual,198000.0,Hatchback,3775mm,Toyota,Petrol,Kolkata,5.0,Toyota Etios Liva,1,Third Party,1197
7250,2013,1700mm,Black,69000,Manual,250000.0,Sedan,4370mm,Hyundai,Diesel,Kolkata,5.0,Hyundai Verna,1,Third Party insurance,1582
7251,2015,1735,Blue,41565,Manual,338000.0,Sedan,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift Dzire,2,Comprehensive,1197
7252,2011,1710mm,Silver,46624,Manual,198000.0,Hatchback,3995mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,2,Comprehensive,1197
7253,2021,1800mm,Black,56312,Automatic,1400000.0,SUV,4315mm,Kia,Diesel,Kolkata,5.0,Kia Seltos,1,Comprehensive,1493
7254,2019,1515,Red,22950,Manual,283000.0,Hatchback,3445,Maruti,Petrol,Kolkata,5.0,Maruti Alto 800,1,Third Party,796
7255,2014,1595mm,Red,42000,Manual,214000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,2,Comprehensive,1086
7256,2014,1550mm,Blue,26135,Manual,215000.0,Hatchback,3495mm,Hyundai,Petrol,Kolkata,5.0,Hyundai EON,1,Third Party,814
7257,2020,1682mm,Red,20913,Manual,749000.0,Hatchback,3971mm,Volkswagen,Petrol,Kolkata,5.0,Volkswagen Polo,1,Comprehensive,999
7258,2013,1550mm,Blue,14000,Manual,185000.0,Hatchback,3495mm,Hyundai,Petrol,Kolkata,5.0,Hyundai EON,2,Comprehensive,814
7259,2020,1520,Grey,3000,Manual,421000.0,Hatchback,3565mm,Maruti,Petrol,Kolkata,5.0,Maruti S-Presso,1,Comprehensive,998
7260,2018,1745mm,Red,52002,Manual,465000.00000000006,Hatchback,3995mm,Maruti,Diesel,Kolkata,5.0,Maruti Baleno,1,Comprehensive,1248
7261,2010,1710 mm,Others,60000,Manual,200000.0,Hatchback,3940 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,2,Third Party insurance,1197
7262,2021,1800mm,Grey,50000,Manual,1321000.0,SUV,4315mm,Kia,Diesel,Kolkata,5.0,Kia Seltos,1,Third Party insurance,1493
7263,2014,1776mm,White,59000,Manual,450000.0,Sedan,4620mm,Toyota,Petrol,Kolkata,5.0,Toyota Corolla Altis,1,Third Party insurance,1798
7264,2022,1790,White,15000,Manual,1199000.0,SUV,3995mm,Kia,Diesel,Kolkata,5.0,Kia Sonet,1,Comprehensive,1493
7265,2014,1550mm,White,22393,Manual,210000.0,Hatchback,3495mm,Hyundai,Petrol,Kolkata,5.0,Hyundai EON,2,Comprehensive,814
7266,2016,1680mm,G Brown,53483,Manual,345000.0,Sedan,3990mm,Honda,Diesel,Kolkata,5.0,Honda Amaze,1,Comprehensive,1498
7267,2011,1845mm,Grey,49000,Automatic,421000.0,Sedan,4950mm,Honda,Petrol,Kolkata,5.0,Honda New Accord,1,Third Party insurance,2354
7268,2011,1490,Others,38420,Manual,171000.0,Hatchback,3530mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto K10,1,Comprehensive,998
7269,2010,1595mm,Red,60585,Manual,172000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,1,Comprehensive,1197
7270,2021,2065mm,White,12809,Automatic,6600000.0,Sedan,5075mm,Mercedes-Benz,Petrol,Kolkata,5.0,Mercedes-Benz E-Class,1,Comprehensive,1991
7271,2019,1699mm,White,37243,Automatic,794000.0,Sedan,4413mm,Skoda,Diesel,Kolkata,5.0,Skoda Rapid,1,Zero Dep,1498
7272,2022,1790,Silver,25796,Manual,881000.0,SUV,3995,Toyota,Petrol,Kolkata,5.0,Toyota Urban cruiser,1,Comprehensive,1462
7273,2018,1830mm,Purple,34000,Manual,1735000.0000000002,MUV,4735mm,Toyota,Diesel,Kolkata,8.0,Toyota Innova Crysta,1,Comprehensive,2393
7274,2019,1770 mm,Others,29717,Automatic,852999.9999999999,SUV,3995 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Venue,1,Comprehensive,998
7275,2018,1665mm,Silver,42000,Manual,325000.0,Hatchback,3801mm,Nissan,Petrol,Kolkata,5.0,Nissan Micra Active,1,Comprehensive,1198
7276,2014,1475mm,Red,24425,Manual,284000.0,Hatchback,3636mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R Stingray,1,Comprehensive,998
7277,2020,1699mm,Blue,14323,Automatic,936000.0,Sedan,4413mm,Skoda,Petrol,Kolkata,5.0,Skoda Rapid,1,Comprehensive,999
7278,2019,1795mm,Silver,9700,Manual,800000.0,SUV,3995mm,Mahindra,Diesel,Kolkata,7.0,Mahindra TUV 300,1,Comprehensive,1493
7279,2011,1700mm,Red,50000,Manual,250000.0,Sedan,4370mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Verna,2,Third Party insurance,1591
7280,2017,1695mm,Brown,51097,Automatic,650000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Third Party insurance,1497
7281,2010,1595mm,Others,60000,Manual,165000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,2,Third Party insurance,1086
7282,2022,1735,Brown,23684,Manual,850000.0,Sedan,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift Dzire,1,Comprehensive,1197
7283,2009,1595mm,Others,40000,Manual,161000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,1,Third Party insurance,1086
7284,2017,1890 mm,Brown,60002,Automatic,2750000.0,SUV,4656 mm,Mercedes-Benz,Diesel,Kolkata,5.0,Mercedes-Benz GLC,1,Comprehensive,2143
7285,2018,1735mm,Green,39000,Manual,795000.0,SUV,4456mm,Honda,Petrol,Kolkata,7.0,Honda BR-V,1,Third Party,1497
7286,2020,1735 mm,Others,40000,Manual,900000.0,MUV,4395 mm,Maruti,Petrol,Kolkata,7.0,Maruti Ertiga,1,Third Party insurance,1462
7287,2017,2041mm,Blue,16001,Automatic,1800000.0,Hatchback,4369mm,Volvo,Diesel,Kolkata,5.0,Volvo V40,1,Comprehensive,1969
7288,2014,1700mm,White,51000,Manual,361000.0,Sedan,4375mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Verna,2,Comprehensive,1591
7289,2021,1620 mm,Orange,10143,Manual,509999.99999999994,Hatchback,3655 mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R,1,Comprehensive,998
7290,2019,1520,Orange,53657,Manual,415000.00000000006,Hatchback,3565,Maruti,Petrol,Kolkata,5.0,Maruti S-Presso,2,Third Party insurance,998
7291,2014,1655,Blue,88532,Manual,266000.0,Hatchback,3695mm,Maruti,Petrol,Kolkata,5.0,Maruti Celerio,1,Comprehensive,998
7292,2013,1495mm,Gray,60000,Manual,150000.0,Hatchback,3599mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R,1,Third Party insurance,998
7293,2021,1760mm,White,12059,Manual,1375000.0,SUV,4225mm,Skoda,Petrol,Kolkata,5.0,Skoda Kushaq,1,Comprehensive,999
7294,2021,1677,Others,10000,Manual,520000.0,Hatchback,3765mm,Tata,Petrol,Kolkata,5.0,Tata Tiago,1,Third Party insurance,1199
7295,2018,1820mm,White,47000,Manual,925000.0,SUV,4456mm,Mahindra,Diesel,Kolkata,9.0,Mahindra Scorpio,1,Third Party insurance,2523
7296,2018,1822mm,Red,20000,Manual,650000.0,SUV,4315mm,Renault,Diesel,Kolkata,5.0,Renault Duster,1,Comprehensive,1461
7297,2013,1695mm,Golden,37000,Manual,285000.0,Sedan,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift Dzire,1,Comprehensive,1197
7298,2022,1680,Red,9520,Manual,728000.0,Hatchback,3805mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10 Nios,1,Comprehensive,1197
7299,2016,1690mm,Silver,100000,Manual,210000.0,Sedan,4249mm,Chevrolet,Petrol,Kolkata,5.0,Chevrolet Sail,1,Third Party insurance,1199
7300,2022,1645 mm,Grey,22577,Manual,535000.0,Hatchback,3610 mm,Hyundai,Cng,Kolkata,5.0,Hyundai Santro,1,Comprehensive,1086
7301,2021,1775mm,Blue,9902,Manual,824000.0,Hatchback,3995mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,1,Comprehensive,998
7302,2016,1765mm,Others,70000,Manual,500000.0,SUV,3998mm,Ford,Petrol,Kolkata,5.0,Ford Ecosport,1,Third Party insurance,1497
7303,2020,1660mm,Silver,20101,Manual,526000.0,Hatchback,3765mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10,1,Comprehensive,1197
7304,2011,1642mm,Others,120000,Manual,180000.0,Hatchback,4000mm,Skoda,Petrol,Kolkata,5.0,Skoda Fabia,1,Third Party insurance,1198
7305,2021,1811,Orange,15258,Manual,969999.9999999999,SUV,3993,Tata,Petrol,Kolkata,5.0,Tata Nexon,1,Comprehensive,1199
7306,2020,1770 mm,White,36397,Automatic,951000.0,SUV,3995 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Venue,1,Third Party,998
7307,2011,1642mm,Others,120000,Manual,180000.0,Hatchback,4000mm,Skoda,Petrol,Kolkata,5.0,Skoda Fabia,1,Third Party insurance,1198
7308,2012,1817mm,Blue,52000,Automatic,975000.0,Sedan,4520mm,BMW,Diesel,Kolkata,5.0,BMW 3 Series,1,Comprehensive,1995
7309,2019,1804 mm,White,51900,Automatic,2250000.0,SUV,4424 mm,Mercedes-Benz,Diesel,Kolkata,5.0,Mercedes-Benz GLA Class,1,Third Party insurance,2143
7310,2017,1695mm,Black,70000,Automatic,750000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Third Party insurance,1497
7311,2022,1818mm,Gray,10000,Automatic,2650000.0,SUV,4405mm,Jeep,Petrol,Kolkata,5.0,Jeep Compass,1,Third Party insurance,1368
7312,2016,2058mm,Others,30000,Automatic,1950000.0,SUV,4477mm,BMW,Diesel,Kolkata,5.0,BMW X1,1,Third Party insurance,1995
7313,2019,1780mm,Red,23303,Manual,930000.0000000001,SUV,4270mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Creta,2,Comprehensive,1591
7314,2020,1835mm,Others,30000,Automatic,1499000.0,SUV,4655mm,MG,Petrol,Kolkata,5.0,MG Hector,2,Third Party insurance,1451
7315,2017,1890mm,White,70000,Manual,850000.0,SUV,4585mm,Mahindra,Diesel,Kolkata,7.0,Mahindra XUV500,2,Third Party insurance,2179
7316,2019,1780mm,Others,50000,Manual,1019999.9999999999,SUV,4270mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Creta,2,Third Party insurance,1591
7317,2019,1735mm,Grey,11326,Manual,614000.0,Hatchback,3840mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift,1,Comprehensive,1197
7318,2020,1735mm,Silver,23609,Manual,630000.0,Hatchback,3840mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift,1,Comprehensive,1197
7319,2016,1635mm,Others,30000,Manual,320000.0,Hatchback,3715mm,Maruti,Petrol,Kolkata,5.0,Maruti Celerio,2,Third Party insurance,998
7320,2014,1525mm,Red,60533,Manual,241000.0,Hatchback,3565mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Santro Xing,1,Third Party insurance,1086
7321,2016,1730mm,Silver,46328,Manual,513000.0,Sedan,4490mm,Maruti,Petrol,Kolkata,5.0,Maruti Ciaz,1,Third Party,1373
7322,2020,1835mm,Others,60000,Automatic,1550000.0,SUV,4720mm,MG,Petrol,Kolkata,6.0,MG Hector Plus,1,Third Party insurance,1451
7323,2019,1770 mm,White,31745,Automatic,1006000.0,SUV,3995 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Venue,1,Zero Dep,998
7324,2012,1840mm,Golden,78668,Automatic,1075000.0,SUV,4705mm,Toyota,Diesel,Kolkata,7.0,Toyota Fortuner,3,Comprehensive,2982
7325,2021,1750,Blue,3115,Manual,718000.0,SUV,3991mm,Renault,Petrol,Kolkata,5.0,Renault Kiger,1,Comprehensive,999
7326,2022,1655,Silver,8940,Automatic,635000.0,Hatchback,3695mm,Maruti,Petrol,Kolkata,5.0,Maruti Celerio,1,Comprehensive,998
7327,2015,1660mm,Others,10000,Manual,475000.0,Hatchback,3765mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10,1,Third Party insurance,1197
7328,2014,1660mm,Others,40000,Manual,305000.0,Sedan,3995mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Xcent,3,Third Party insurance,1197
7329,2018,1695mm,Golden Brown,45652,Manual,755000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Comprehensive,1497
7330,2019,1730 mm,Others,30000,Manual,800000.0,Sedan,4490 mm,Maruti,Petrol,Kolkata,5.0,Maruti Ciaz,1,Third Party insurance,1462
7331,2015,2105mm,White,85033,Automatic,1800000.0,Sedan,5252mm,Jaguar,Petrol,Kolkata,5.0,Jaguar XJ,4,Comprehensive,1999
7332,2017,1660mm,Others,30000,Manual,450000.0,Hatchback,3765mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10,1,Third Party insurance,1197
7333,2011,1710 mm,Others,70000,Manual,290000.0,Hatchback,3940 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,1,Third Party insurance,1197
7334,2019,1735mm,Red,17200,Manual,580000.0,Hatchback,3840mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift,1,Comprehensive,1197
7335,2015,1695mm,Golden Brown,18255,Manual,600000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Third Party insurance,1497
7336,2015,1776mm,Others,80000,Manual,595000.0,Sedan,4620mm,Toyota,Petrol,Kolkata,5.0,Toyota Corolla Altis,2,Third Party insurance,1798
7337,2022,1655,Red,6398,Manual,546000.0,Hatchback,3695mm,Maruti,Petrol,Kolkata,5.0,Maruti Celerio,1,Comprehensive,998
7338,2020,1680,Silver,45739,Automatic,588000.0,Hatchback,3805mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10 Nios,1,Comprehensive,1197
7339,2016,1840mm,White,46000,Manual,2300000.0,SUV,4705mm,Toyota,Diesel,Kolkata,7.0,Toyota Fortuner,1,Third Party insurance,2982
7340,2016,1735mm,Silver,35254,Manual,499000.0,SUV,4453mm,Honda,Petrol,Kolkata,7.0,Honda BR-V,1,Comprehensive,1497
7341,2018,1730mm,Red,41334,Manual,623000.0,Sedan,4425mm,Toyota,Petrol,Kolkata,5.0,Toyota Yaris,1,Comprehensive,1496
7342,2014,1680mm,Black,51463,Manual,300000.0,Hatchback,3610mm,Honda,Petrol,Kolkata,5.0,Honda Brio,1,Third Party insurance,1198
7343,2019,1490mm,Silver,29478,Manual,338000.0,Hatchback,3445mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto 800,1,Comprehensive,796
7344,2019,1830mm,Parpel,85101,Manual,1750000.0,MUV,4735mm,Toyota,Diesel,Kolkata,7.0,Toyota Innova Crysta,1,Comprehensive,2393
7345,2022,1520,Red,6903,Manual,443000.0,Hatchback,3565,Maruti,Petrol,Kolkata,5.0,Maruti S-Presso,1,Comprehensive,998
7346,2013,1595mm,Red,57602,Manual,213000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,2,Comprehensive,1197
7347,2013,1931mm,Orange,52047,Automatic,3150000.0,Sedan,4970mm,Porsche,Diesel,Kolkata,4.0,Porsche Panamera,2,Third Party insurance,4806
7348,2017,2141mm,Black,71742,Automatic,3700000.0,SUV,4819mm,Mercedes-Benz,Diesel,Kolkata,5.0,Mercedes-Benz GLE,1,Comprehensive,2143
7349,2023,1863,Blue,413,Automatic,4450000.0,SUV,4440,Volvo,Petrol,Kolkata,5.0,Volvo XC40,1,Comprehensive,1969
7350,2015,1490mm,Maroon,10000,Manual,234000.0,Hatchback,3395mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto 800,1,Comprehensive,796
7351,2009,1595mm,Others,50000,Manual,140000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,1,Third Party insurance,1086
7352,2018,1745mm,Red,18000,Automatic,534000.0,Hatchback,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Baleno,1,Comprehensive,1197
7353,2018,1495mm,Blue,32000,Automatic,380000.0,Hatchback,3599mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R,1,Comprehensive,998
7354,2018,1765mm,White,42000,Manual,565000.0,SUV,3998mm,Ford,Diesel,Kolkata,5.0,Ford Ecosport,1,Third Party insurance,1498
7355,2014,1695mm,White,45000,Manual,381000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Comprehensive,1497
7356,2018,1748,Brown,29000,Automatic,749000.0,Sedan,4574,Honda,Petrol,Kolkata,5.0,Honda City,1,Third Party insurance,1498
7357,2012,1735,Silver,19675,Manual,426000.0,MUV,4395mm,Maruti,Petrol,Kolkata,7.0,Maruti Ertiga,2,Third Party,1462
7358,2021,1775mm,Blue,20378,Automatic,877000.0,Hatchback,3995mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,1,Comprehensive,998
7359,2022,1760mm,Gray,10000,Automatic,1400000.0,SUV,4225mm,Skoda,Petrol,Kolkata,5.0,Skoda Kushaq,1,Third Party insurance,999
7360,2015,1595mm,Red,33683,Manual,335000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,1,Comprehensive,1086
7361,2021,1520,Grey,18518,Manual,413999.99999999994,Hatchback,3565,Maruti,Petrol,Kolkata,5.0,Maruti S-Presso,1,Comprehensive,998
7362,2016,1475mm,Silver,36000,Manual,321000.0,Hatchback,3595mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R,1,Comprehensive,998
7363,2019,1515mm,Grey,30791,Manual,323000.0,Hatchback,3545mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto K10,2,Comprehensive,998
7364,2021,1735 mm,Golden,18000,Manual,925000.0,MUV,4395 mm,Maruti,Petrol,Kolkata,7.0,Maruti Ertiga,1,Comprehensive,1462
7365,2020,1515mm,Red,14447,Manual,345000.0,Hatchback,3445mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto 800,1,Comprehensive,796
7366,2019,1660mm,Red,19991,Manual,454000.0,Hatchback,3765mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10,2,Comprehensive,1197
7367,2016,1550mm,Blue,24000,Manual,259000.0,Hatchback,3495mm,Hyundai,Petrol,Kolkata,5.0,Hyundai EON,1,Comprehensive,814
7368,2019,1745mm,White,41000,Manual,675000.0,SUV,4107mm,Mahindra,Diesel,Kolkata,7.0,Mahindra Bolero,1,Comprehensive,2523
7369,2015,2019mm,Black,45000,Manual,1095000.0,SUV,4388mm,Audi,Diesel,Kolkata,5.0,Audi Q3,1,Comprehensive,1968
7370,2021,1790mm,Black,10177,Automatic,1875000.0,SUV,4500mm,Hyundai,Petrol,Kolkata,7.0,Hyundai Alcazar,1,Comprehensive,1999
7371,2013,1660mm,White,35444,Manual,325000.0,Hatchback,3765mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10,1,Third Party,1197
7372,2017,1660mm,Grey,35000,Manual,415000.00000000006,Hatchback,3765mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10,1,Third Party insurance,1197
7373,2019,1830mm,Red,40000,Manual,1695000.0,MUV,4735mm,Toyota,Diesel,Kolkata,7.0,Toyota Innova Crysta,1,Comprehensive,2393
7374,2016,1660mm,Red,49040,Manual,365000.0,Hatchback,3765mm,Hyundai,Diesel,Kolkata,5.0,Hyundai Grand i10,1,Comprehensive,1120
7375,2007,1475mm,Others,40000,Manual,98000.0,Hatchback,3495mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto,2,Third Party insurance,796
7376,2019,1515mm,Grey,49546,Manual,333000.0,Hatchback,3545mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto K10,1,Comprehensive,998
7377,2014,1735,Brown,38698,Manual,405999.99999999994,Sedan,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Swift Dzire,1,Comprehensive,1197
7378,2018,1695,Brown,32814,Manual,675000.0,Sedan,4440,Honda,Petrol,Kolkata,5.0,Honda City,1,Comprehensive,1497
7379,2015,1660mm,Blue,14642,Manual,329000.0,Sedan,3995mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Xcent,1,Third Party,1197
7380,2017,1490mm,Red,33429,Manual,279000.0,Hatchback,3430mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto 800,1,Comprehensive,796
7381,2012,1835mm,White,36448,Manual,299000.0,Sedan,4820mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Sonata,2,Comprehensive,2359
7382,2022,1680,Blue,30739,Manual,622000.0,Hatchback,3805mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10 Nios,1,Comprehensive,1197
7383,2021,1775mm,Grey,21300,Manual,798000.0,Hatchback,3995mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,1,Comprehensive,1197
7384,2020,1680,Blue,13463,Manual,618000.0,Hatchback,3805mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10 Nios,1,Comprehensive,1197
7385,2019,1520,Grey,15477,Automatic,430999.99999999994,Hatchback,3565,Maruti,Petrol,Kolkata,5.0,Maruti S-Presso,1,Third Party insurance,998
7386,2018,1495mm,Blue,33000,Automatic,415000.00000000006,Hatchback,3599mm,Maruti,Petrol,Kolkata,5.0,Maruti Wagon R,1,Third Party insurance,998
7387,2010,1595mm,Others,50000,Manual,180000.0,Hatchback,3585mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i10,2,Third Party insurance,1197
7389,2021,1790mm,White,28895,Automatic,1675000.0,SUV,4500mm,Hyundai,Diesel,Kolkata,6.0,Hyundai Alcazar,1,Comprehensive,1493
7390,2019,1745mm,Others,10000,Manual,620000.0,Hatchback,3995mm,Maruti,Petrol,Kolkata,5.0,Maruti Baleno,1,Third Party insurance,1197
7391,2015,1699mm,Others,50000,Manual,380000.0,Sedan,4384mm,Volkswagen,Diesel,Kolkata,5.0,Volkswagen Vento,1,Third Party insurance,1498
7392,2016,1890mm,Silver,70000,Automatic,840000.0,SUV,4585mm,Mahindra,Diesel,Kolkata,7.0,Mahindra XUV500,2,Third Party insurance,1997
7393,2020,2020mm,Silver,24600,Automatic,3500000.0,Sedan,4686mm,Mercedes-Benz,Diesel,Kolkata,5.0,Mercedes-Benz C-Class,1,Third Party insurance,1950
7394,2023,1855mm,Black,10711,Manual,1550000.0,SUV,3985mm,Mahindra,Diesel,Kolkata,4.0,Mahindra Thar,1,Comprehensive,2184
7395,2018,1695mm,Others,90000,Manual,600000.0,MUV,4296mm,Maruti,Petrol,Kolkata,7.0,Maruti Ertiga,1,Third Party insurance,1373
7396,2020,1770 mm,White,19712,Manual,868000.0,SUV,3995 mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Venue,1,Comprehensive,998
7397,2019,1695mm,Grey,31772,Automatic,917000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Comprehensive,1497
7398,2013,1662mm,Yellow,150000,Manual,100000.0,Sedan,4325mm,Hindustan Motors,Diesel,Kolkata,5.0,Ambassador,1,Third Party insurance,1995
7399,2019,1729mm,Black,31055,Manual,867000.0,Sedan,4440mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Verna,1,Third Party insurance,1591
7400,2021,1822,Blue,25695,Manual,827000.0,SUV,4360,Renault,Petrol,Kolkata,5.0,Renault Duster,1,Comprehensive,1498
7401,2021,1520,White,20000,Manual,420000.0,Hatchback,3565,Maruti,Petrol,Kolkata,5.0,Maruti S-Presso,1,Third Party insurance,998
7402,2019,1821 mm,Red,24181,Manual,942000.0,SUV,3995 mm,Mahindra,Diesel,Kolkata,5.0,Mahindra XUV300,1,Comprehensive,1497
7403,2020,1800mm,Others,70000,Automatic,1300000.0,SUV,4315mm,Kia,Diesel,Kolkata,5.0,Kia Seltos,1,Third Party insurance,1493
7404,2020,1822,Silver,42970,Manual,803999.9999999999,SUV,4360,Renault,Petrol,Kolkata,5.0,Renault Duster,1,Comprehensive,1498
7405,2012,1475mm,Red,12541,Manual,179000.0,Hatchback,3495mm,Maruti,Petrol,Kolkata,5.0,Maruti Alto,2,Comprehensive,796
7406,2019,1734mm,Others,10000,Manual,550000.0,Hatchback,3985mm,Hyundai,Petrol,Kolkata,5.0,Hyundai i20,1,Third Party insurance,1197
7407,2021,1680,Others,10000,Manual,650000.0,Hatchback,3805mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10 Nios,2,Third Party insurance,1197
7408,2015,1695mm,Golden Brown,49817,Manual,449000.0,Sedan,4440mm,Honda,Petrol,Kolkata,5.0,Honda City,1,Comprehensive,1497
7409,2021,1680,Others,10000,Manual,650000.0,Hatchback,3805mm,Hyundai,Petrol,Kolkata,5.0,Hyundai Grand i10 Nios,2,Third Party insurance,1197
